Volume Reference,Intelligence Summary Number,Start Date,End Date,Time,Civil Defence Region,Location,Country,Killed,Injured,Total Casualties,Additional Notes,Link to Page
HO 203/10,2066,01/07/1942,02/07/1942,Night,6: Southern,Weymouth,England,0,3,3,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,6: Southern,Chickerell,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066 + 2067,01/07/1942,02/07/1942,Night,6: Southern,Portland,England,0,12,12,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,6: Southern,Langton Matravers,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,6: Southern,Chideock,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066 + 2067,01/07/1942,02/07/1942,Night,7: South Western,Teignmouth,England,3,18,21,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Eggesford,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Uploman,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/432
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Tiverton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Moretonhampstead,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Newton Poppleford,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Sidmouth Golf Course,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,"Woodbury, Devon",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,7: South Western,Weston-super-Mare,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,"The Tumble, St Nicholas, Cardiff",Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Llanmaes,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,"St Nicholas, Cardiff",Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Mynydd Drumau,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Groes-faen,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Between Southerndown and St Brides Major,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Mwyndy + Miskin,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/10,2066,01/07/1942,02/07/1942,Night,8: Wales,Peterston-super-Ely,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000010/001/433
HO 203/11,2067,01/07/1942,02/07/1942,Night,6: Southern,"East Fleet, Weymouth",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/008
HO 203/11,2067,01/07/1942,02/07/1942,Night,6: Southern,Winterbourne Abbas,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/008
HO 203/11,2067,01/07/1942,02/07/1942,Night,7: South Western,Luppitt,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/008
HO 203/11,2067,01/07/1942,02/07/1942,Night,7: South Western,Lymsptone + Exmouth,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/008
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,Capel Llanilltern,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,St Brides Major,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,"Wick, Cowbridge",Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,Peterston-super-Ely,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,"Whitchurch, Cardiff",Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,Miskin,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2067,01/07/1942,02/07/1942,Night,8: Wales,Swansea,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/009
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,Normanton on Trent,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,Low Leighton,England,1,4,5,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,Stoney Middleton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,New Mills,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,Shirebrook,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,"Chatsworth Hall, Chatsworth",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,3: North Midlands,"Hayfield, High Peak",England,6,4,10,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2070,03/07/1942,04/07/1942,Night,4: Eastern,Great Yarmouth,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/011
HO 203/11,2071,03/07/1942,04/07/1942,Night,3: North Midlands,"Wigsley, Newark",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/013
HO 203/11,2074,05/07/1942,06/07/1942,Night,8: Wales,Tenby,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/016
HO 203/11,2074,05/07/1942,06/07/1942,Night,8: Wales,Milford Haven,Wales,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/016
HO 203/11,2076,06/07/1942,07/07/1942,Night,1: Northern,"Walkerville, Newcastle-upon-Tyne",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/019
HO 203/11,2076,06/07/1942,07/07/1942,Night,1: Northern,Billingham,England,1,2,3,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/019
HO 203/11,2076 + 2077,06/07/1942,07/07/1942,Night,1: Northern,Middlesbrough,England,0,12,12,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/019
HO 203/11,2076,06/07/1942,07/07/1942,Night,1: Northern,Seaton Carew,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/019
HO 203/11,2076,06/07/1942,07/07/1942,Night,1: Northern,"Haverton Hill, Stockton-on-Tees",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/019
HO 203/11,2077,06/07/1942,07/07/1942,Night,1: Northern,Cowpen Bewley,England,Unspecified,Unspecified,Unspecified,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,06/07/1942,07/07/1942,Night,1: Northern,"Mordon, Stockton-on-Tees",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,06/07/1942,07/07/1942,Night,1: Northern,Lazenby,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,06/07/1942,07/07/1942,Night,1: Northern,Wallsend,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,06/07/1942,07/07/1942,Night,1: Northern,"Greatham, Durham",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,06/07/1942,07/07/1942,Night,8: Wales,"Angle, Pembrokeshire",Wales,0,0,0,Mine,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2077,07/07/1942,07/07/1942,Day,6: Southern,"Yarmouth, Isle of Wight",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/020
HO 203/11,2078 + 2080,07/07/1942,08/07/1942,Night,1: Northern,"Haverton Hill, Stockton-on-Tees",England,6,Unsppecified,Unspecified,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/021
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,West Hartlepool,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/021
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,"Greatham, Durham",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,"Port Clarence, Stockton-on-Tees",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,Middlesbrough,England,1,2,3,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,Hackness,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078,07/07/1942,08/07/1942,Night,1: Northern,Harwood Dale,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078,07/07/1942,08/07/1942,Night,8: Wales,"Dale, Haverfordwest",Wales,0,2,2,Para-mine,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2078 + 2079,07/07/1942,08/07/1942,Night,12: South Eastern,St Margaret's at Cliffe,England,2,7,9,Shells,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/022
HO 203/11,2081,09/07/1942,09/07/1942,Day,12: South Eastern,"Friston, Eastbourne",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/026
HO 203/11,2081,09/07/1942,09/07/1942,Day,12: South Eastern,"Cuckmere Haven, Seaford",England,0,6,6,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/026
HO 203/11,2082,09/07/1942,10/07/1942,Night,4: Eastern,Mautby,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/027
HO 203/11,2082,09/07/1942,10/07/1942,Night,4: Eastern,Hemsby,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/027
HO 203/11,2084,10/07/1942,11/07/1942,Night,6: Southern,Wyke Regis,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/029
HO 203/11,2086,11/07/1942,12/07/1942,Night,4: Eastern,Great Yarmouth,England,1,8,9,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/031
HO 203/11,2086,11/07/1942,12/07/1942,Night,4: Eastern,Lowestoft,England,1,4,5,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/031
HO 203/11,2086,11/07/1942,12/07/1942,Night,7: South Western,Newlyn,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/031
HO 203/11,2087,12/07/1942,12/07/1942,Day,7: South Western,Brixham,England,0,10,10,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/032
HO 203/11,2089,13/07/1942,13/07/1942,Day,6: Southern,Swanage,England,0,3,3,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/034
HO 203/11,2095,16/07/1942,16/07/1942,Day,9: Midlands,Leamington Spa,England,4,1,5,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/039
HO 203/11,2097,17/07/1942,17/07/1942,Day,5: London,Dagenham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/041
HO 203/11,2097,17/07/1942,17/07/1942,Day,7: South Western,Brixham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/041
HO 203/11,2099 + 2105,18/07/1942,18/07/1942,Day,12: South Eastern,Littlehampton,England,8,19,23,4 missing people,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/043
HO 203/11,2101,19/07/1942,19/07/1942,Day,4: Eastern,"Downham, Billericay",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/045
HO 203/11,2101,19/07/1942,19/07/1942,Day,4: Eastern,Chelmsford,England,5,34,39,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/045
HO 203/11,2105,21/07/1942,21/07/1942,Day,6: Southern,Ventnor,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/049
HO 203/11,2106,21/07/1942,22/07/1942,Night,3: North Midlands,Maltby le Marsh,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,3: North Midlands,Metheringham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,3: North Midlands,"Wilsford, Sleaford",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,4: Eastern,King's Lynn,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,4: Eastern,Mundesley,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,4: Eastern,Overstrand,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,4: Eastern,Sheringham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2106,21/07/1942,22/07/1942,Night,4: Eastern,Orford,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/050
HO 203/11,2107,21/07/1942,22/07/1942,Night,2: North Eastern,Catfoss,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/051
HO 203/11,2107,21/07/1942,22/07/1942,Night,3: North Midlands,Donna Nook,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/051
HO 203/11,2108,21/07/1942,22/07/1942,Night,2: North Eastern,Hornsea,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/052
HO 203/11,2107,22/07/1942,22/07/1942,Day,12: South Eastern,Brighton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/051
HO 203/11,2108 + 2109,22/07/1942,23/07/1942,Night,4: Eastern,Cromer,England,11,13,24,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/052
HO 203/11,2109,23/07/1942,23/07/1942,Day,4: Eastern,Bedford,England,0,14,14,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/053
HO 203/11,2109,23/07/1942,23/07/1942,Day,4: Eastern,Clacton-on-Sea,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/053
HO 203/11,2110,23/07/1942,24/07/1942,Night,3: North Midlands,Bourne,England,0,2,2,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/054
HO 203/11,2110,23/07/1942,24/07/1942,Night,3: North Midlands,"Sneinton, Nottingham",England,1,18,19,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/054
HO 203/11,2110,23/07/1942,24/07/1942,Night,3: North Midlands,Stoke Bardolph,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,3: North Midlands,Langar,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,3: North Midlands,Wellingborough,England,0,2,2,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,Great Yarmouth,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,King's Lynn,England,1,2,3,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,Hunstanton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,Scottow,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,"Ramsey, Huntingdon",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,Sawtry,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,Stanground,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2110,23/07/1942,24/07/1942,Night,4: Eastern,March,England,0,2,2,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/055
HO 203/11,2111,23/07/1942,24/07/1942,Night,3: North Midlands,Sutton Bridge,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,3: North Midlands,Bassingthorpe,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,"Ramsey, Huntingdon",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,Benwick,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,Wimblington,England,0,2,2,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,Wenhaston,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,Sawtry,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,23/07/1942,24/07/1942,Night,4: Eastern,Wymondham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2111,24/07/1942,24/07/1942,Day,12: South Eastern,Dover,England,0,1,1,Shells,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/056
HO 203/11,2112,24/07/1942,25/07/1942,Night,2: North Eastern,Withernsea,England,14,39,53,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/057
HO 203/11,2114 + 2115 + 2117 + 2123 + 2125,25/07/1942,26/07/1942,Night,1: Northern,Middlesbrough,England,16,75,86,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/059
HO 203/11,2114 + 2116,25/07/1942,26/07/1942,Night,1: Northern,Billingham,England,0,12,12,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/059
HO 203/11,2114,25/07/1942,26/07/1942,Night,1: Northern,"Haverton Hill, Stockton-on-Tees",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/059
HO 203/11,2114,25/07/1942,26/07/1942,Night,1: Northern,West Hartlepool,England,0,2,2,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/059
HO 203/11,2114,25/07/1942,26/07/1942,Night,12: South Eastern,Dover,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/060
HO 203/11,2115,25/07/1942,26/07/1942,Night,1: Northern,Cowpen Bewley,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/062
HO 203/11,2115,26/07/1942,26/07/1942,Day,7: South Western,Beesands,England,5,8,13,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/062
HO 203/11,2117,26/07/1942,27/07/1942,Night,2: North Eastern,Hedon,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Earl Shilton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/064
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Cleethorpes,England,2,33,35,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/064
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Mablethorpe,England,0,10,10,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/064
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,"Boston, Lincolnshire",England,1,14,15,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/064
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Skegness,England,6,23,29,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Grimsby,England,0,18,18,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,3: North Midlands,Dogdyke,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117 + 2123,27/07/1942,27/07/1942,Day,3: North Midlands,Derby,England,20,14,34,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Witham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Braintree,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Chelmsford,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Sheringham,England,9,12,21,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,East Ruston,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,"Docking, King's Lynn",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Gimingham,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Southrepps,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Tivetshall St Mary,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,4: Eastern,Aldeburgh,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/065
HO 203/11,2117,27/07/1942,27/07/1942,Day,6: Southern,Stowe,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,6: Southern,Stockbridge,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,6: Southern,Kimmeridge,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117 + 2119,27/07/1942,27/07/1942,Day,7: South Western,Trowbridge,England,2,4,6,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Swindon,England,0,21,21,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Westbury,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Hullavington,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Netheravon,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Bathampton,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,"Rode, Frome",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117 + 2119 + 2121,27/07/1942,27/07/1942,Day,7: South Western,Cheltenham,England,11,25,33,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,Cirencester,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,7: South Western,"Hardwick, Gloucestershire",England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/066
HO 203/11,2117,27/07/1942,27/07/1942,Day,9: Midlands,Solihull,England,10,31,41,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2117,27/07/1942,27/07/1942,Day,9: Midlands,Milcote,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2117 + 2121,27/07/1942,27/07/1942,Day,9: Midlands,Hereford,England,15,28,43,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2117 + 2118,27/07/1942,27/07/1942,Day,10: North Western,"Great Ancoats Street, Manchester",England,3,21,24,4 people missing,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2117,27/07/1942,27/07/1942,Day,12: South Eastern,Portslade,England,0,0,0,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/067
HO 203/11,2118,27/07/1942,28/07/1942,Night,2: North Eastern,Sheffield,England,0,1,1,,http://www.warstateandsociety.com/Content/wtss.ho203/000011/001/068
