WWII_ID,MASTER_INDEX_NUMBER,MSNDATE,THEATER,NAF,COUNTRY_FLYING_MISSION,TGT_COUNTRY_CODE,TGT_COUNTRY,TGT_LOCATION,TGT_TYPE,TGT_ID,TGT_INDUSTRY_CODE,TGT_INDUSTRY,SOURCE_LATITUDE,SOURCE_LONGITUDE,LATITUDE,LONGITUDE,UNIT_ID,MDS,AIRCRAFT_NAME,MSN_TYPE,TGT_PRIORITY,TGT_PRIORITY_EXPLANATION,AC_ATTACKING,ALTITUDE,ALTITUDE_FEET,NUMBER_OF_HE,TYPE_OF_HE,LBS_HE,TONS_OF_HE,NUMBER_OF_IC,TYPE_OF_IC,LBS_IC,TONS_OF_IC,NUMBER_OF_FRAG,TYPE_OF_FRAG,LBS_FRAG,TONS_OF_FRAG,TOTAL_LBS,TOTAL_TONS,TAKEOFF_BASE,TAKEOFF_COUNTRY,TAKEOFF_LATITUDE,TAKEOFF_LONGITUDE,AC_LOST,AC_DAMAGED,AC_AIRBORNE,AC_DROPPING,TIME_OVER_TARGET,SIGHTING_METHOD_CODE,SIGHTING_EXPLANATION,BDA,CALLSIGN,ROUNDS_AMMO,SPARES_RETURN_AC,WX_FAIL_AC,MECH_FAIL_AC,MISC_FAIL_AC,TARGET_COMMENT,MISSION_COMMENTS,SOURCE,DATABASE_EDIT_COMMENTS
169692,105561,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,MILBERTSHOVEN ORD DEPO,29563,83,SUPPLY DUMPS AND WAREHOUSES,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,26,223,,,,,65,,,,,,,,,,65,,,,,,,26,26,,1,VISUAL,,,,,,,,,,,
169693,201495,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,MILBERTSHOVEN ORD DEPO,29563,83,SUPPLY DUMPS AND WAREHOUSES,4808,1135,48.13,11.58,,OB17,B17,,1,PRIMARY TARGET,26,223,,,,,65,,,,,,,,,,65,,,,,,,26,26,,1,VISUAL,,,,,,,,,,,
169694,208964,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,MILBERTSHOVEN ORD DEPO,29563,83,SUPPLY DUMPS AND WAREHOUSES,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,26,223,,,,,65,,,,,,,,,,65,,,,,,,26,26,,1,VISUAL,,,,,,,,,,,
169713,105587,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,4,,,,,,,,,,4,,,,,,,2,2,,9,,,,,,,,,,,,
169714,105588,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169715,105589,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169716,169118,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,4,,,,,,,,,,4,,,,,,,2,2,,9,,,,,,,,,,,,
169717,169239,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,MARSHALLING YARD,29563,63,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4808,1135,48.13,11.58,,B24,B24,,2,SECONDARY TARGET,12,,,,,,30,,,,,,,,,,30,,,,,,,12,12,,9,,,,,,,,,,,,
169718,169241,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,MARSHALLING YARD,29563,63,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4808,1135,48.13,11.58,,B24,B24,,3,TARGET OF OPPORTUNITY,13,,,,,,33,,,,,,,,,,33,,,,,,,13,13,,9,,,,,,,,,,,,
169719,169119,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169720,169120,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169721,169162,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,2,,,,,,4,,,,,,,,,,4,,,,,,,2,2,,9,,,,,,,,,,,,
169722,169163,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169723,169164,7/19/1944,ETO,9 AF,USA,8,GERMANY,MUNICH,UNIDENTIFIED TARGET,29563,1,UNIDENTIFIED TARGETS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169726,105514,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,11,265,,,,,28,,,,,,,,,,28,,,,,,,11,11,,1,VISUAL,,,,,,,,,,,
169727,105581,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,11,265,,,,,28,,,,,,,,,,28,,,,,,,11,11,,1,VISUAL,,,,,,,,,,,
169728,169159,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,11,265,,,,,28,,,,,,,,,,28,,,,,,,11,11,,1,VISUAL,,,,,,,,,,,
169729,169222,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,11,265,,,,,28,,,,,,,,,,28,,,,,,,11,11,,1,VISUAL,,,,,,,,,,,
169730,105509,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,260,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169731,105576,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,260,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169732,169154,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,260,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169733,169217,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,260,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169734,105515,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,255,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169735,105582,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,255,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169736,169160,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,255,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169737,169223,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,255,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169738,105507,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169739,105510,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169740,105511,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,14,250,,,,,35,,,,,,,,,,35,,,,,,,14,14,,1,VISUAL,,,,,,,,,,,
169741,105512,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169742,105574,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169943,105577,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169944,105578,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,14,250,,,,,35,,,,,,,,,,35,,,,,,,14,14,,1,VISUAL,,,,,,,,,,,
169945,105579,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169946,169152,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169947,169155,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169948,169156,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,14,250,,,,,35,,,,,,,,,,35,,,,,,,14,14,,1,VISUAL,,,,,,,,,,,
169949,169157,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169950,169215,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169951,169218,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,9,250,,,,,23,,,,,,,,,,23,,,,,,,9,9,,1,VISUAL,,,,,,,,,,,
169952,169219,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,14,250,,,,,35,,,,,,,,,,35,,,,,,,14,14,,1,VISUAL,,,,,,,,,,,
169953,169220,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169958,105513,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169959,105580,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169960,169158,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169961,169221,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169962,105508,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,13,240,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169963,105575,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,13,240,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169964,169153,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,B17,B17,,1,PRIMARY TARGET,13,240,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169965,169216,7/19/1944,ETO,8 AF,USA,8,GERMANY,HOLLRIEGELSKREUTH,CHEMICAL WORKS,19626,43,CHEMICAL PLANTS,4808,1135,48.13,11.58,,GB17,B17,,1,PRIMARY TARGET,13,240,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169285,105548,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,255,,,,,3,,,,,,,,24,,27,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169286,208940,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,255,,,,,3,,,,,,,,24,,27,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169287,208973,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,255,,,,,3,,,,,,,,24,,27,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169288,105551,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,253,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169289,208943,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,253,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169290,208976,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,13,253,,,,,33,,,,,,,,,,33,,,,,,,13,13,,1,VISUAL,,,,,,,,,,,
169291,105546,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169292,208938,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169293,208971,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,250,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169294,105549,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,248,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169295,208941,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,248,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169296,208974,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,248,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169297,105547,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,245,,,,,,,,,,,,,20,,20,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169298,208939,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,245,,,,,,,,,,,,,20,,20,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169299,208972,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,245,,,,,,,,,,,,,20,,20,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169300,105550,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169301,208942,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169302,208975,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,243,,,,,30,,,,,,,,,,30,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169303,105552,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,240,,,,,,,,,14,,,,,,14,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169304,208944,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,240,,,,,,,,,14,,,,,,14,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169305,208977,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,10,240,,,,,,,,,14,,,,,,14,,,,,,,10,10,,1,VISUAL,,,,,,,,,,,
169308,105553,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,233,,,,,,,,,17,,,,,,17,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169309,208945,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,233,,,,,,,,,17,,,,,,17,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169310,208978,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,12,233,,,,,,,,,17,,,,,,17,,,,,,,12,12,,1,VISUAL,,,,,,,,,,,
169332,105554,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,3,TARGET OF OPPORTUNITY,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169333,208946,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,3,TARGET OF OPPORTUNITY,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169334,208979,7/19/1944,ETO,15 AF,USA,8,GERMANY,LECHFELD,AIRDROME,24294,78,AIR FIELDS AND AIRDROMES,4810,1052,48.17,10.87,,B17,B17,,3,TARGET OF OPPORTUNITY,2,,,,,,5,,,,,,,,,,5,,,,,,,2,2,,9,,,,,,,,,,,,
169674,105595,7/19/1944,ETO,12 AF,USA,8,GERMANY,LECHFELD,CITY AREA,24294,2,CITIES TOWNS AND URBAN AREAS,4810,1052,48.17,10.87,,GB17,B17,,1,PRIMARY TARGET,1,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,9,,,,,,,,,,,,
169675,169137,7/19/1944,ETO,12 AF,USA,8,GERMANY,LECHFELD,CITY AREA,24294,2,CITIES TOWNS AND URBAN AREAS,4810,1052,48.17,10.87,,GB17,B17,,1,PRIMARY TARGET,1,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,9,,,,,,,,,,,,
169676,169147,7/19/1944,ETO,12 AF,USA,8,GERMANY,LECHFELD,CITY AREA,24294,2,CITIES TOWNS AND URBAN AREAS,4810,1052,48.17,10.87,,B17,B17,,1,PRIMARY TARGET,1,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,9,,,,,,,,,,,,
169970,105543,7/19/1944,ETO,8 AF,USA,8,GERMANY,ALLACH,BMW AERO ENG PLANT,574,13,ENGINE PLANTS,4810,1135,48.17,11.58,,B24,B24,,1,PRIMARY TARGET,28,226,,,,,70,,,,,,,,,,70,,,,,,,28,28,,9,,,,,,,,,,,,
169971,169113,7/19/1944,ETO,8 AF,USA,8,GERMANY,ALLACH,BMW AERO ENG PLANT,574,13,ENGINE PLANTS,4810,1135,48.17,11.58,,B24,B24,,1,PRIMARY TARGET,28,226,,,,,70,,,,,,,,,,70,,,,,,,28,28,,9,,,,,,,,,,,,
