WWII_ID,MASTER_INDEX_NUMBER,MSNDATE,THEATER,NAF,COUNTRY_FLYING_MISSION,TGT_COUNTRY_CODE,TGT_COUNTRY,TGT_LOCATION,TGT_TYPE,TGT_ID,TGT_INDUSTRY_CODE,TGT_INDUSTRY,SOURCE_LATITUDE,SOURCE_LONGITUDE,LATITUDE,LONGITUDE,UNIT_ID,MDS,AIRCRAFT_NAME,MSN_TYPE,TGT_PRIORITY,TGT_PRIORITY_EXPLANATION,AC_ATTACKING,ALTITUDE,ALTITUDE_FEET,NUMBER_OF_HE,TYPE_OF_HE,LBS_HE,TONS_OF_HE,NUMBER_OF_IC,TYPE_OF_IC,LBS_IC,TONS_OF_IC,NUMBER_OF_FRAG,TYPE_OF_FRAG,LBS_FRAG,TONS_OF_FRAG,TOTAL_LBS,TOTAL_TONS,TAKEOFF_BASE,TAKEOFF_COUNTRY,TAKEOFF_LATITUDE,TAKEOFF_LONGITUDE,AC_LOST,AC_DAMAGED,AC_AIRBORNE,AC_DROPPING,TIME_OVER_TARGET,SIGHTING_METHOD_CODE,SIGHTING_EXPLANATION,BDA,CALLSIGN,ROUNDS_AMMO,SPARES_RETURN_AC,WX_FAIL_AC,MECH_FAIL_AC,MISC_FAIL_AC,TARGET_COMMENT,MISSION_COMMENTS,SOURCE,DATABASE_EDIT_COMMENTS
176883,,7/25/1944,CBI,14 AF,USA,,CHINA,HENGYANG,UNIDENTIFIED TARGET,,,,2656,11235,26.93333333,112.5833333,110 FS,P40,P40,10,3,,4,,,,,,,,,,,0,69 LB FRAG (3X23 CLUSTERS),,,,,,,,,,,,,,,,,,,,,,,,,,
176885,48307,7/25/1944,CBI,14 AF,USA,,CHINA,CHANGESHA,UNIDENTIFIED TARGET,,,,2812,11258,28.2,112.9666667,375 BS,B24,B24,1,1,,4,20,200,,100 LB GP (GP-M30),,10,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
175394,52550,7/25/1944,CBI,14 AF,USA,,CHINA,YOCHOW,WAREHOUSE RAILROAD Y,,,,2923,11309,29.38333333,113.15,373 BS,B24,B24,1,1,,3,15,1500,24,250 LB GP (GP-M57),,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
175415,52537,7/25/1944,CBI,14 AF,USA,,CHINA,YOCHOW,WAREHOUSE AREA,,,,2923,11309,29.38333333,113.15,375 BS,B24,B24,1,1,,6,145,14500,0,250 LB GP (GP-M57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176886,52554,7/25/1944,CBI,14 AF,USA,,CHINA,YOCHOW,MILITARY STORES,,,,2923,11309,29.38333333,113.15,425 BS,B24,B24,1,1,,6,155,72,,250 LB GP (GP-M57),,9,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
176891,52505,7/25/1944,CBI,14 AF,USA,,CHINA,YOCHOW,RAILROAD YARDS,,,,2923,11309,29.38333333,113.15,374 BS,B24,B24,1,1,,4,150,48,,250 LB GP (GP-M57),,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
176884,51461,7/25/1944,CBI,14 AF,USA,,CHINA,SINSHIH,UNIDENTIFIED TARGET,,,,3036,12015,30.6,120.25,76 FS,P51,P51,10,3,,8,50,,,,,,,,,,16.66666667,120 LB FRAG (6X20 CLUSTERS),,1,,1,,,,,,,,,,,,,,,,,,,,,,
176858,106033,7/25/1944,MTO,12 AF,USA,13,ITALY,40 40 N 015 40 E,FUEL DUMP,90289,83,SUPPLY DUMPS AND WAREHOUSES,4040,1540,40.67,15.67,,A20,A20,,1,PRIMARY TARGET,12,120,,,,,12,,,,,,,,,,12,,,,,,,12,12,,9,,,,,,,,,,,,
176859,209389,7/25/1944,MTO,12 AF,USA,13,ITALY,40 40 N 015 40 E,FUEL DUMP,90289,83,SUPPLY DUMPS AND WAREHOUSES,4040,1540,40.67,15.67,,A20,A20,,1,PRIMARY TARGET,12,120,,,,,12,,,,,,,,,,12,,,,,,,12,12,,9,,,,,,,,,,,,
176862,106034,7/25/1944,MTO,12 AF,USA,13,ITALY,40 40 N 015 40 E,FUEL DUMP,90289,83,SUPPLY DUMPS AND WAREHOUSES,4040,1540,40.67,15.67,,A20,A20,,1,PRIMARY TARGET,12,113,,,,,12,,,,,,,,,,12,,,,,,,12,12,,9,,,,,,,,,,,,
